"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";NETO_KOLIČINA;"JEDINICA_MJERE";MALOPROD.CIJENA(EUR);CIJENA_ZA_JEDINICU_MJERE;MPC_POSEB.OBLIK_PROD;POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE;NAJNIŽA_MPC_U_30DANA;SIDRENA_CIJENA;"BARKOD";"KATEGORIJA_PROIZVODA"
"KEKSI PIŠKOTE 400g";"017981701";"DOLCIANDO";0.4;"KG";1.75;4.38;0;0;0;1.75;"8017596011947";"KEKSI/VAFLI/SNACKS"
"BOMBONI GUMENI KUPINA MALINA 200g";"017994601";"DOLCIANDO";0.2;"KG";1.29;6.45;0;0;0;1.29;"8017596114679";"SLATKIŠI I BOMBONI"
"FLOWPACK PO KUNG FU PANDA SELF";"017994701";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"8028716186223";"SELF LIQUIDATING"
"FLOWPACK TIGRESS KUNG FU PAND.SELF";"017994801";"NO BRAND";1;"PZ";0.01;0.01;0;0;0;0.01;"8028716186247";"SELF LIQUIDATING"
"FLOWPACK MANTIS+CRANE KUNG F.P SELF";"017994901";"NO BRAND";1;"PZ";0.01;0.01;0;0;0;0.01;"8028716186261";"SELF LIQUIDATING"
"FLOWPACK MONKEY+VIPER KUNG F.P.SELF";"017995001";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"8028716186285";"SELF LIQUIDATING"
"FLOWPACK ZHEN KUNG FU PANDA SELF";"017995101";"NO BRAND";1;"PZ";0.01;0.01;0;0;0;0.01;"8028716186308";"SELF LIQUIDATING"
"FLOWPACK TAI LUNG KUNG FU P. SELF";"017995201";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"8028716186322";"SELF LIQUIDATING"
".KREM NAMAZ DUO 1kg";"018004201";"DOLCIANDO";1;"KG";3.99;3.99;0;0;0;3.99;"8017596133434";"DORUČAK - PAHULJICE/NAMAZI/MED"
"WAFLI S MLIJ./KAKAO PUNJENJEM 128g";"018008901";"DOLCIANDO";0.128;"KG";1.99;15.55;0;0;0;1.99;"8017596133441";"KEKSI/VAFLI/SNACKS"
"MEKI BISKVIT ŽITARICE/KREMA 270g";"018009201";"DOLCIANDO";0.27;"KG";2.79;10.33;0;0;0;2.79;"8017596133489";"BISKVIT PROIZVODI/KROASAN"
"HULAHOPKE DAILY 20 DEN V.1/2 SMEĐE";"018010401";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058171";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN V.3 SMEĐE";"018010501";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058195";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN V.3 SMEĐE";"018010501";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058201";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN V.4 SMEĐE";"018010601";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058232";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN V.1/2 CRNE";"018011101";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058164";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN V.3 CRNE";"018011401";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058225";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN V.4 CRNE";"018011601";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058225";"ČARAPE/BATERIJE"
"HULAHOPKE BRAZIL 20 DEN V.1/2 SMEĐE";"018011801";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058591";"ČARAPE/BATERIJE"
"HULAHOPKE BRAZIL 20 DEN V.3 SMEĐE";"018011901";"NO BRAND";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058621";"ČARAPE/BATERIJE"
"HULAHOPKE BRAZIL 20 DEN V.4 SMEĐE";"018012001";"NO BRAND";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058652";"ČARAPE/BATERIJE"
"HULAHOPKE BRAZIL 20 DEN V.1/2 CRNE";"018012101";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058584";"ČARAPE/BATERIJE"
"HULAHOPKE BRAZIL 20 DEN V.3 CRNE";"018012201";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058614";"ČARAPE/BATERIJE"
"HULAHOPKE BRAZIL 20 DEN V.4 CRNE";"018013001";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058645";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 15 DEN V.1/2 DRAP";"018013201";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058119";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 15 DEN V.3 DRAP";"018013301";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058133";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 15 DEN V.4 DRAP";"018013401";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058157";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 15 DEN V.1/2 CRNE";"018013501";"NO BRAND";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058102";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 15 DEN V.3 CRNE";"018013601";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058126";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 15 DEN V.4 CRNE";"018013701";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058140";"ČARAPE/BATERIJE"
"HULAHOPKE ONE PIECE 20 DEN V1/2 CRN";"018013901";"GLISSADE";1;"PZ";3.98;3.98;0;0;0;3.98;"8017596116314";"ČARAPE/BATERIJE"
"HULAHOPKE ONE PIECE 20 DEN V.3 CRNE";"018014001";"GLISSADE";1;"PZ";3.98;3.98;0;0;0;3.98;"8017596116321";"ČARAPE/BATERIJE"
"HULAHOPKE ONE PIECE 20 DEN V.4 CRNE";"018014101";"GLISSADE";1;"PZ";3.98;3.98;0;0;0;3.98;"8017596116338";"ČARAPE/BATERIJE"
"HULAHOPKE ONE PIECE 20 DEN V1/2 SME";"018014201";"GLISSADE";1;"PZ";3.98;3.98;0;0;0;3.98;"8017596116345";"ČARAPE/BATERIJE"
"HULAHOPKE ONE PIECE 20 DEN V.3 SMEĐ";"018014301";"GLISSADE";1;"PZ";3.98;3.98;0;0;0;3.98;"8017596116352";"ČARAPE/BATERIJE"
"HULAHOPKE ONE PIECE 20 DEN V.4 SMEĐ";"018014401";"GLISSADE";1;"PZ";3.98;3.98;0;0;0;3.98;"8017596116369";"ČARAPE/BATERIJE"
".SALVETE 3-SLOJNE 40x40 CM 100 KOM";"018015201";"NO BRAND";1;"PZ";2.99;2.99;0;0;0;2.99;"8017596077752";"PAPIRNATI PROIZVODI"
"NAMAZ OD LJEŠNJAKA 750g";"018015601";"DOLCIANDO";0.75;"KG";3.79;5.05;0;0;0;3.79;"8017596133472";"DORUČAK - PAHULJICE/NAMAZI/MED"
"LJEŠNJAK/KAKAO KRE.S KEKSIMA 350g";"018015701";"DOLCIANDO";0.35;"KG";2.39;6.83;1.99;5.69;2.39;2.39;"8017596123305";"DORUČAK - PAHULJICE/NAMAZI/MED"
"CROISSANT S KREMOM PISTACIJA 300g";"018016501";"DOLCIANDO";0.3;"KG";2.49;8.3;0;0;0;2.49;"8017596133465";"BISKVIT PROIZVODI/KROASAN"
"KEKSI FROLLINI 1kg";"018017601";"DOLCIANDO";1;"KG";2.59;2.59;0;0;0;2.59;"8017596002938";"KEKSI/VAFLI/SNACKS"
".KEKSI FROLLINI RIŽA I MLIJEKO 1Kg";"018018401";"DOLCIANDO";1;"KG";2.99;2.99;0;0;0;2.99;"8017596129147";"KEKSI/VAFLI/SNACKS"
"CROISSANT DVOBOJNI S ČOKOL.300g";"018027301";"DOLCIANDO";0.3;"KG";2.39;7.97;0;0;0;2.39;"8017596133496";"BISKVIT PROIZVODI/KROASAN"
"KREKERI BEZ GLUTENA 240g";"018029201";"TRE MULINI";0.24;"KG";1.99;8.29;0;0;0;1.99;"8017596107671";"PEKARSKI PROIZVODI"
"ČAŠE S UZORKOM BIORAZ. 250ml 20kom";"018029901";"SISTEMA CASA";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596133861";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"PALAČINKE SA JAJIMA I MLIJEKOM";"018030201";"TRE MULINI";0.28;"KG";1.79;6.39;1.59;5.68;1.59;1.79;"8017596131355";"BISKVIT PROIZVODI/KROASAN"
"MARAMICE ZA UPIJANJE BOJE 36kom";"018030401";"DEXAL";1;"PZ";2.59;2.59;0;0;0;2.59;"8017596125552";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"CORDON BLEU PILETINA PURETINA 245g";"018035101";"NO BRAND";0.245;"KG";1.69;6.9;0;0;0;1.69;"8008110259273";"MESO PRERAĐENO KUHANO"
".BOMBONI  GUMENI PARTY MIX 450g";"018039101";"DOLCIANDO";0.45;"KG";3.49;7.76;2.99;6.64;3.49;3.49;"8017596121158";"SLATKIŠI I BOMBONI"
"NOCCIOBISK 500g";"018047501";"DOLCIANDO";0.5;"KG";4.59;9.18;0;0;0;4.59;"8017596119193";"KEKSI/VAFLI/SNACKS"
"KEKSI PUNJENI LJEŠNJAK KREMOM 150g";"018051901";"DOLCIANDO";0.15;"KG";1.29;8.6;0;0;0;1.29;"8017596130549";"KEKSI/VAFLI/SNACKS"
"DETERDŽENT ZA RUBLJE 6,36kg 120P";"018052801";"NO BRAND";6.36;"KG";12.99;2.04;0;0;0;12.99;"8410046611450";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"DETERDŽENT ZA RUBLJE 6,36kg 120P";"018052801";"NO BRAND";6.36;"KG";12.99;2.04;0;0;0;12.99;"8410046611511";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"SNACK OD KUKURUZA OKUS PIZZA 120g";"018056901";"MAMBO KIDS";0.12;"KG";0.92;7.67;0;0;0;0.92;"8017596133724";"KEKSI/VAFLI/SNACKS"
"SNACK OKUS SLANINA 150g";"018062101";"MAMBO KIDS";0.15;"KG";1.49;9.93;0;0;0;1.49;"8017596133748";"KEKSI/VAFLI/SNACKS"
"OMEKŠ.RUB. MOR.POVJ/VANI 750ml";"018063201";"DEXAL";0.75;"LT";1.39;1.85;0;0;0;1.39;"8017596067623";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"OMEKŠ.RUB. MOR.POVJ/VANI 750ml";"018063201";"DEXAL";0.75;"LT";1.39;1.85;0;0;0;1.39;"8017596118998";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"ČAŠE PLAST. BIORAZ. 200ml 50kom";"018066901";"SISTEMA CASA";1;"PZ";1.59;1.59;0;0;0;1.59;"8017596111081";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"TANJURI OVALNI CELULO.BIORAZ. 25kom";"018067201";"SISTEMA CASA";1;"PZ";3.19;3.19;0;0;0;3.19;"8017596136527";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"MINI KREKER CHIA/KVINOJA 250g";"018076101";"MAMBO KIDS";0.25;"KG";1.59;6.36;0;0;0;1.59;"8017596133960";"KEKSI/VAFLI/SNACKS"
"KRAFNE S KREMOM 252g";"018078901";"DOLCIANDO";0.252;"KG";1.99;7.9;1.39;5.52;1.99;1.99;"8017596130419";"BISKVIT PROIZVODI/KROASAN"
"KRAFNE S ČOKOLA.KREMOM 252g";"018079001";"DOLCIANDO";0.252;"KG";1.99;7.9;1.39;5.52;1.99;1.99;"8017596130426";"BISKVIT PROIZVODI/KROASAN"
"VREĆICE ZAMR. VELIKE 29x42 4l 25kom";"018079801";"SISTEMA CASA";1;"PZ";0.69;0.69;0;0;0;0.69;"8017596100238";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"DETERDŽENT ZA PEĆNICU I GRILL 500ml";"018079901";"NO BRAND";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596074737";"SREDSTVA ZA ČIŠĆENJE"
"LEDENA KAVA LATTE MACCHIATO 250ml";"018080901";"DON JEREZ";0.25;"LT";1.09;4.36;0;0;0;1.09;"24103183";"JOGURTI I DESERTI"
"VREĆICE ZAMR. MALE 19x26cm 1l 50kom";"018084101";"SISTEMA CASA";1;"PZ";0.69;0.69;0;0;0;0.69;"8017596005571";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"VREĆICE ZAMR. SRED. 23x32 2l 35kom";"018084301";"SISTEMA CASA";1;"PZ";0.69;0.69;0;0;0;0.69;"8017596100221";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"VREĆICE ZA LED 18 KOCKICA 15kom";"018084401";"SISTEMA CASA";1;"PZ";0.89;0.89;0;0;0;0.89;"8017596100245";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"MUFFIN BEZ GLUTENA KAPLJ.ČOKO.252g";"018094901";"AMO ESSERE SENZA GLUTINE";0.252;"KG";2.29;9.09;0;0;0;2.29;"8017596078162";"BISKVIT PROIZVODI/KROASAN"
"*MEZZELUNE JUNETINA MERLOT 250g";"018095901";"NO BRAND";0.25;"KG";3.19;12.76;2.39;9.56;3.19;3.19;"8006013986234";"DELIKATESA - DELIKATESA"
"*GIRASOLI SA SIROM 250g";"018096001";"NO BRAND";0.25;"KG";2.79;11.16;2.09;8.36;2.79;2.79;"8006013986227";"DELIKATESA - DELIKATESA"
"*MEZZELUNE SIR VRGANJI TARTUFI 250g";"018096101";"NO BRAND";0.25;"KG";2.99;11.96;2.19;8.76;2.99;2.99;"8006013986203";"DELIKATESA - DELIKATESA"
".LEDENA KAVA CAPPUC.BEZ LAKTO.230ml";"018100001";"AMO ESSERE SENZA LATTOSIO";0.23;"LT";0.79;3.43;0;0;0;0.79;"24103169";"JOGURTI I DESERTI"
"NAPITAK OD BIO ZOBI BEZ ŠEČERA 1l";"018100601";"AMO ESSERE VEG";1;"LT";1.39;1.39;0;0;0;1.39;"8017596133243";"BEZALKOHOLNA PIĆA"
"NAPITAK NA BAZI KOKOSA I RIŽE 1l";"018101202";"AMO ESSERE VEG";1;"LT";1.69;1.69;0;0;0;1.69;"8017596133274";"BEZALKOHOLNA PIĆA"
"TEKUčI SAPUN S PUMPICOM VIŠE.VR. 1l";"018105901";"NEAR YOUR XXX";1;"LT";1.69;1.69;0;0;0;1.69;"8017596134400";"KOZMETIKA/NJEGA TIJELA I LICA"
"TEKUčI SAPUN S PUMPICOM VIŠE.VR. 1l";"018105901";"NEAR YOUR XXX";1;"LT";1.69;1.69;0;0;0;1.69;"8017596134394";"KOZMETIKA/NJEGA TIJELA I LICA"
"PEČENI MIX U LJUSCI 350g SIBAMBA";"018107101";"MISTER SIBAMBA";0.35;"KG";1.99;5.69;0;0;0;1.99;"8017596131676";"VOĆE SUHO/ORAŠASTO"
"TORTICE PUNJENE JABUKAMA 200g";"018107501";"DOLCIANDO";0.2;"KG";1.39;6.95;0;0;0;1.39;"8017596133991";"BISKVIT PROIZVODI/KROASAN"
"CROISSANT MINI S KREMOM 200g";"018109501";"DOLCIANDO";0.2;"KG";1.49;7.45;0;0;0;1.49;"8017596130402";"BISKVIT PROIZVODI/KROASAN"
"TJESTENINA FARFALLE 500g";"018116401";"TRE MULINI";0.5;"KG";0.89;1.78;0;0;0;0.89;"8017596072153";"TJESTENINA"
".KEKSI FROLLINI ČOKO.KARAMELA 600g";"018116901";"DOLCIANDO";0.6;"KG";2.99;4.98;2.49;4.15;2.39;2.99;"8017596134134";"KEKSI/VAFLI/SNACKS"
"OMEKŠ.RUBLJA JASMIN/GARDENIJA 750ml";"018117901";"DEXAL";0.75;"LT";1.39;1.85;0;0;0;1.39;"8017596067616";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"OMEKŠ.RUBLJA JASMIN/GARDENIJA 750ml";"018117901";"DEXAL";0.75;"LT";1.39;1.85;0;0;0;1.39;"8017596067593";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"PREPEČENAC KLASIČNI 600g";"018118901";"TRE MULINI";0.6;"KG";1.99;3.32;1.49;2.48;1.99;1.99;"8017596126139";"DORUČAK - PAHULJICE/NAMAZI/MED"
"PREPEČENAC PUNOZRNATI 600g";"018119001";"TRE MULINI";0.6;"KG";1.99;3.32;1.49;2.48;1.99;1.99;"8017596126146";"DORUČAK - PAHULJICE/NAMAZI/MED"
"LISNATI SNACK S LJEŠNJAK KRE.125g";"018133701";"DOLCIANDO";0.125;"KG";1.19;9.52;0;0;0;1.19;"8017596079985";"KEKSI/VAFLI/SNACKS"
".BROWNIES-MJEŠAVINA ZA TIJESTO 300G";"018137201";"DOLCIANDO";0.3;"KG";1.39;4.63;1.19;3.97;1.39;1.39;"8017596134974";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"BOMBONI MINI NARANČA 50g";"018161601";"NO BRAND";0.05;"KG";0.89;17.8;0;0;0;0.89;"5707312008179";"SLATKIŠI I BOMBONI"
"BOMBONI MINI MENTA  50g";"018161701";"NO BRAND";0.05;"KG";0.89;17.8;0;0;0;0.89;"5707312008193";"SLATKIŠI I BOMBONI"
"RAŠPICA ZA STOPALA";"018170101";"LA NUOVA PHARMACIA";1;"PZ";1.19;1.19;0;0;0;1.19;"8017596056825";"KOZMETIKA/NJEGA TIJELA I LICA"
"STRUGALICA ZA TVRDU KOŽU STOPALA";"018170201";"LA NUOVA PHARMACIA";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596056801";"KOZMETIKA/NJEGA TIJELA I LICA"
"EK. DJEV MASLINOVO ULJE DELICATO 1L";"018174401";"FRANTOIO LA ROCCA";1;"LT";8.99;8.99;0;0;0;8.99;"8017596133755";"ULJE"
"VOĆNI PRIPRAVAK ŠUM. VOĆE BIO 240g";"018186001";"AMO ESSERE BIO";0.24;"KG";2.39;9.96;0;0;0;2.39;"24102971";"DORUČAK - PAHULJICE/NAMAZI/MED"
"KOLAČ PANDORO S KOMADIMA ČOK.750g";"018193201";"NO BRAND";0.75;"KG";6.49;8.65;4.99;6.65;6.49;6.49;"8017596105479";"PROIZVODI BOŽIĆ/USKRS"
".BOŽIĆNO DRVO 200g";"018193401";"DOLCIANDO";0.2;"KG";1.99;9.95;0.99;4.95;1.99;1.99;"8017596115263";"PROIZVODI BOŽIĆ/USKRS"
"KAPLJICE TAMNE ČOKOLADE 48% 200g";"018194101";"NO BRAND";0.2;"KG";2.59;12.95;0;0;0;2.59;"8017596073495";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"MINI KUKURUZNI KREKERI BIO 100g";"018200701";"AMO ESSERE BIO";0.1;"KG";0.99;9.9;0;0;0;0.99;"8017596112675";"PEKARSKI PROIZVODI"
"MINI KREKERI KUKUR/ŽITARICE BIO 80g";"018200801";"AMO ESSERE BIO";0.08;"KG";0.99;12.38;0;0;0;0.99;"8017596112682";"PEKARSKI PROIZVODI"
"TEK.SAP. VERBENA/ORHIDEJA REFIL 1lt";"018202401";"NEAR YOUR XXX";1;"LT";1.59;1.59;0;0;0;1.59;"8017596135285";"KOZMETIKA/NJEGA TIJELA I LICA"
"TEK.SAP. VERBENA/ORHIDEJA REFIL 1lt";"018202401";"NEAR YOUR XXX";1;"LT";1.59;1.59;0;0;0;1.59;"8017596135278";"KOZMETIKA/NJEGA TIJELA I LICA"
"KOŠARA ZA KRUH";"018204601";"NO BRAND";1;"PZ";3.99;3.99;0;0;0;3.99;"8017596288028";"SELF LIQUIDATING"
"TORRONE RAZNA PUNJENJA 100g";"018216001";"DM DUCA MOSCATI";0.1;"KG";1.29;12.9;0.99;9.9;1.29;1.29;"8017596100863";"PROIZVODI BOŽIĆ/USKRS"
"TORRONE RAZNA PUNJENJA 100g";"018216001";"DM DUCA MOSCATI";0.1;"KG";1.29;12.9;0.99;9.9;1.29;1.29;"8017596100870";"PROIZVODI BOŽIĆ/USKRS"
"TORRONE RAZNA PUNJENJA 100g";"018216001";"DM DUCA MOSCATI";0.1;"KG";1.29;12.9;0.99;9.9;1.29;1.29;"8017596100856";"PROIZVODI BOŽIĆ/USKRS"
"TORRONE RAZNA PUNJENJA 100g";"018216001";"DM DUCA MOSCATI";0.1;"KG";1.29;12.9;0.99;9.9;1.29;1.29;"8017596100849";"PROIZVODI BOŽIĆ/USKRS"
"TORRONE RAZNA PUNJENJA 100g";"018216001";"DM DUCA MOSCATI";0.1;"KG";1.29;12.9;0.99;9.9;1.29;1.29;"8017596100832";"PROIZVODI BOŽIĆ/USKRS"
"KIKIRIKI SLANI 750g";"018223401";"MISTER SIBAMBA";0.75;"KG";3.99;5.32;0;0;0;3.99;"8017596017000";"VOĆE SUHO/ORAŠASTO"
"ČOK.BIJELA S KOKOSOM I BADEMOM 90g";"018228501";"DOLCIANDO";0.09;"KG";1.89;21;0;0;0;1.89;"8017596131034";"ČOKOLADE"
"CRNI ČAJ S OKUSOM LIMUNA 50g (F25)";"018232501";"LESTER HOUSE";0.05;"KG";1.29;25.8;0;0;0;1.29;"8017596133663";"KAVA/ČAJEVI/DRUGO"
"KEKS SA RIŽOM/CORNFLAKES 250g";"018233901";"DOLCIANDO";0.25;"KG";1.29;5.16;0;0;0;1.29;"8017596135339";"KEKSI/VAFLI/SNACKS"
".SNACK OD KUKURUZA OKUS PIZZA 300g";"018238501";"MAMBO KIDS";0.3;"KG";1.99;6.63;0;0;0;1.99;"8017596135346";"KEKSI/VAFLI/SNACKS"
".SNACK OD KUKURUZA I SIRA 300g";"018250801";"MAMBO KIDS";0.3;"KG";1.49;4.97;0;0;0;1.49;"8017596135650";"KEKSI/VAFLI/SNACKS"
"DENTAL STICK ZA PSE 7kom 180g";"018251301";"RADAMES";0.18;"KG";0.99;5.5;0;0;0;0.99;"8017596077592";"HRANA ZA KUĆNE LJUBIMCE"
"GOVEDINA USOLJENA 340g";"018257601";"NO BRAND";0.34;"KG";3.39;9.97;0;0;0;3.39;"3379670024072";"MESNE KONZERVE"
"GOVEDINA USOLJENA LIGHT 340g";"018257801";"NO BRAND";0.34;"KG";3.99;11.74;0;0;0;3.99;"3379670024324";"MESNE KONZERVE"
"PAPIRNATI RUČNICI 2 S,6 R,100 L";"018271301";"SOFT DREAM";1;"PZ";3.99;3.99;0;0;0;3.99;"8017596102843";"PAPIRNATI PROIZVODI"
"KIKIRIKI SLANI 250g";"018278801";"MISTER SIBAMBA";0.25;"KG";1.39;5.56;0;0;0;1.39;"8017596014405";"VOĆE SUHO/ORAŠASTO"
"SALVETE IMITACIJA TKANINE 2S,60KOM";"018282301";"SOFT DREAM";1;"PZ";1.29;1.29;0;0;0;1.29;"8017596012661";"PAPIRNATI PROIZVODI"
"INTEGRALNI KRUH S 4 ŽITARICE 400g";"018291701";"ALPENSPITZ";0.4;"KG";1.29;3.23;0.99;2.48;1.29;1.29;"8017596122209";"PEKARSKI PROIZVODI"
"MIX ORAŠASTOG VOĆA PRŽ.SL.250g";"018305801";"MISTER SIBAMBA";0.25;"KG";2.19;8.76;0;0;0;2.19;"8017596014238";"VOĆE SUHO/ORAŠASTO"
"KEKS NOCCIOBISK BOŽIĆ 500g";"018312101";"DOLCIANDO";0.5;"KG";4.59;9.18;3.69;7.38;4.59;4.59;"8017596119209";"KEKSI/VAFLI/SNACKS"
".TARALLI KAPARE I MASLINE 300g";"018312201";"TRE MULINI";0.3;"KG";0.99;3.3;0;0;0;0.99;"8017596136077";"PEKARSKI PROIZVODI"
"TERMO PLASTIČNA VREČICA 34l 52X59";"018336501";"NO BRAND";1;"PZ";1.06;1.06;0;0;0;1.06;"8017596060167";"SHOPPER"
"SIR MOZZARELLA JULIENNE 250g";"018340401";"NO BRAND";0.25;"KG";2.65;10.6;0;0;0;2.65;"8017596133878";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
".HRANA ZA MACKE VISE OKUS 24X100g";"018341201";"RADAMES";2.4;"KG";6.99;2.91;0;0;0;6.99;"8017596133984";"HRANA ZA KUĆNE LJUBIMCE"
"KOMPOT VO˛NA SALATA 410g/250g";"018353401";"NO BRAND";0.25;"KG";1.39;5.56;0;0;0;1.39;"8017596102966";"VOĆE KONZERVIRANO"
".MASCHERINE FROLLE CACAO 200G";"018368901";"DOLCIANDO";0.2;"KG";1.99;9.95;1.49;7.45;1.99;1.99;"8017596135032";"PROIZVODI BOŽIĆ/USKRS"
".KOLAČ COLOMBA S KOM.ČOKOLADE 700g";"018369001";"DM DUCA MOSCATI";0.7;"KG";6.49;9.27;4.99;7.13;6.49;6.49;"8017596136169";"PROIZVODI BOŽIĆ/USKRS"
"ČOKOLADA MLIJEČNA S KOM.LJEŠ 90g";"018374201";"DOLCIANDO";0.09;"KG";1.99;22.11;0;0;0;1.99;"8017596131027";"ČOKOLADE"
"BIJELA COKOLADA SA BOMBONIMA 40g";"018374301";"NO BRAND";0.04;"KG";0.99;24.75;0;0;0;0.99;"8003535091378";"ČOKOLADE"
"COKOLADNI PRUT. S BISKVITOM 95G";"018374501";"NO BRAND";0.095;"KG";1.79;18.84;0;0;0;1.79;"8017596134868";"ČOKOLADE"
".UOVO LATTE GIOCOMANIA 500g";"018381601";"DOLCIANDO";0.5;"KG";9.99;19.98;7.99;15.98;9.99;9.99;"8017596129444";"PROIZVODI BOŽIĆ/USKRS"
".UOVO LATTE GIOCOMANIA 500g";"018381601";"DOLCIANDO";0.5;"KG";9.99;19.98;7.99;15.98;9.99;9.99;"8017596136220";"PROIZVODI BOŽIĆ/USKRS"
"KOLAČ COLOMBA S KR. CHANTILLY 750g";"018387001";"DM DUCA MOSCATI";0.75;"KG";6.99;9.32;5.99;7.99;5.99;6.99;"8017596061669";"PROIZVODI BOŽIĆ/USKRS"
"NAPITAK OD ZOBI BIO 1l";"018396101";"AMO ESSERE BIO";1;"LT";1.39;1.39;0;0;0;1.39;"8017596079664";"BEZALKOHOLNA PIĆA"
"NAPITAK OD BADEMA BEZ ŠEČERA BIO 1l";"018396201";"AMO ESSERE BIO";1;"LT";1.39;1.39;0;0;0;1.39;"8017596133250";"BEZALKOHOLNA PIĆA"
".ČOKOLADNO JAJE SNOW QUEEN 150g";"018398501";"NO BRAND";0.15;"KG";3.99;26.6;2.99;19.93;3.99;3.99;"8030769040414";"PROIZVODI BOŽIĆ/USKRS"
".ČOKOLADNO JAJE SHARK 150g";"018398701";"NO BRAND";0.15;"KG";3.99;26.6;2.99;19.93;3.99;3.99;"8030769038367";"PROIZVODI BOŽIĆ/USKRS"
".USKRŠNJE JAJE BIJELA ČOKOLADA 250g";"018398901";"DOLCIANDO";0.25;"KG";5.99;23.96;4.99;19.96;5.99;5.99;"8017596131959";"PROIZVODI BOŽIĆ/USKRS"
".ČOKO.ZEČIĆI S LJEŠ.KRE.100g";"018402501";"NO BRAND";0.1;"KG";1.49;14.9;0.99;9.9;1.49;1.49;"8008743060697";"PROIZVODI BOŽIĆ/USKRS"
".MLIJEČ.ČOKOL.PRINCES/DINO 80g";"018402601";"NO BRAND";0.08;"KG";2.29;28.63;1.49;18.63;2.29;2.29;"8034120401548";"PROIZVODI BOŽIĆ/USKRS"
".MLIJEČ.ČOKOL.PRINCES/DINO 80g";"018402601";"NO BRAND";0.08;"KG";2.29;28.63;1.49;18.63;2.29;2.29;"8034120401555";"PROIZVODI BOŽIĆ/USKRS"
".JAJA MLIJEČNA ČOKOLADA 500g";"018407301";"NO BRAND";0.5;"KG";4.99;9.98;3.99;7.98;4.99;4.99;"8000017525277";"PROIZVODI BOŽIĆ/USKRS"
