"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";NETO_KOLIČINA;"JEDINICA_MJERE";MALOPROD.CIJENA(EUR);CIJENA_ZA_JEDINICU_MJERE;MPC_POSEB.OBLIK_PROD;POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE;NAJNIŽA_MPC_U_30DANA;SIDRENA_CIJENA;"BARKOD";"KATEGORIJA_PROIZVODA"
"BOJA ZA KOSU INT.BLOND 9.0 60+60ml";"017790901";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596076946";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU INT.BLOND 9.0 60+60ml";"017790901";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131409";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU TAMNA 6.0 60+60ml";"017791001";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596077004";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU TAMNA 6.0 60+60ml";"017791001";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131461";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU ZL.SMEĐA 5.3 60+60ml";"017791101";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131485";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU ZL.SMEĐA 5.3 60+60ml";"017791101";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596077028";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU TAMN.SMEĐA 3.0 60+60ml";"017791201";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596077035";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU TAMN.SMEĐA 3.0 60+60ml";"017791201";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131492";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU SVJ.BLOND 8.0 60+60ml";"017791301";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131454";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU SVJ.BLOND 8.0 60+60ml";"017791301";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596076991";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU BLOND 7.0 60+60ml";"017791401";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596076984";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU BLOND 7.0 60+60ml";"017791401";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131447";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU SVJ.SMEĐA 5.0 60+60ml";"017791501";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596076953";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU SVJ.SMEĐA 5.0 60+60ml";"017791501";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131416";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU SMEĐA 4.0 60+60ml";"017791601";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596076960";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU SMEĐA 4.0 60+60ml";"017791601";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131423";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU CRNA 1.0 60+60ml";"017791701";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596076977";"NJEGA KOSE/BRADE"
"BOJA ZA KOSU CRNA 1.0 60+60ml";"017791701";"COLOR LOOK";0.12;"LT";2.98;24.83;0;0;0;2.98;"8017596131430";"NJEGA KOSE/BRADE"
"MASKA ZA KOSU U SPRAYU 5u1 150ml";"017791801";"COLOR LOOK";0.15;"LT";3.39;22.6;0;0;0;3.39;"8017596131508";"NJEGA KOSE/BRADE"
"MASKA ZA KOSU U SPRAYU 5u1 150ml";"017791801";"COLOR LOOK";0.15;"LT";3.39;22.6;0;0;0;3.39;"8017596077042";"NJEGA KOSE/BRADE"
"VREĆE ZA SMEĆE PLAVE53x65 40l 20kom";"017792801";"SISTEMA CASA";1;"PZ";1.19;1.19;0;0;0;1.19;"4014100502032";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"VREĆE ZA SMEĆE PLAVE53x65 40l 20kom";"017792801";"SISTEMA CASA";1;"PZ";1.19;1.19;0;0;0;1.19;"8017596101839";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"ČAŠE PLAST. BIORAZGR. 200ml 80kom";"017799401";"SISTEMA CASA";1;"PZ";2.39;2.39;0;0;0;2.39;"8017596111074";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"SL.ŠTAP. S ČOK. PRELJEVOM 6KOM 330g";"017799901";"DOLCIANDO";0.33;"KG";2.25;6.82;0;0;0;2.25;"8017596044143";"SLADOLEDI I DESERTI"
"VRHNJE ZA KAVU 10% 20X10g";"017801501";"LAND";0.2;"KG";0.95;4.75;0.79;3.95;0.95;0.95;"8017596131522";"MLIJEČNI PROIZVODI UHT - JAJA"
"ŠAMPON ZA KOSU ZELENI ČAJ I LAN 1l";"017803301";"NEAR YOUR XXX";1;"LT";1.59;1.59;0;0;0;1.59;"8017596131546";"NJEGA KOSE/BRADE"
"GEL ZA KOSU FORTE 250ml";"017803501";"NEAR YOUR XXX";0.25;"LT";1.19;4.76;0;0;0;1.19;"8017596131577";"NJEGA KOSE/BRADE"
"TABL.PERIL.SUĐA TUTTO 40kom 720g";"017803601";"DEXAL";0.72;"KG";4.99;6.93;0;0;0;4.99;"8017596131201";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"BOMBONI GUMENI MANGO 200g";"017804201";"DOLCIANDO";0.2;"KG";1.29;6.45;0;0;0;1.29;"8017596119797";"SLATKIŠI I BOMBONI"
"INTERDENTALNE GUMENE ČETKICE 50kom";"017804401";"NO BRAND";1;"PZ";1.99;1.99;0;0;0;1.99;"8056234641207";"KOZMETIKA/NJEGA TIJELA I LICA"
"KOMPLET OD 3 POSUDE S POKLOPCEM";"017810501";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8017596282002";"SELF LIQUIDATING"
"NEPRIJANJAJUĆA TAVA";"017810701";"NO BRAND";1;"PZ";7.99;7.99;0;0;0;7.99;"8017596282026";"SELF LIQUIDATING"
"PAHULJICE S TAMNOM ČOKOLADOM 300g";"017811001";"TRE MULINI";0.3;"KG";2.09;6.97;0;0;0;2.09;"8017596057792";"DORUČAK - PAHULJICE/NAMAZI/MED"
"PAHULJICE S CRVENIM VOĆEM 300g";"017811401";"TRE MULINI";0.3;"KG";2.09;6.97;0;0;0;2.09;"8017596057785";"DORUČAK - PAHULJICE/NAMAZI/MED"
"PUTNA TORBA 30 L";"017815101";"NO BRAND";1;"PZ";2.99;2.99;0;0;0;2.99;"8017596282064";"SELF LIQUIDATING"
"STOLNJAK 140X180 CM";"017815301";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8017596282088";"SELF LIQUIDATING"
"SKLOPIVI KIŠOBRAN";"017815501";"NO BRAND";1;"PZ";5.99;5.99;0;0;0;5.99;"8017596282101";"SELF LIQUIDATING"
"PARF. VODA ŽEN. FABULOS FLOW. 100ml";"017818001";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104373";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF.VODA ŽEN. LADY SUGAR 100ml";"017818101";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104403";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF. VODA ŽEN. PURE CHARME 100ml";"017818201";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104380";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF. VODA ŽEN. SECRET MOON 100ml";"017818301";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104397";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF.VODA MUŠKA COLD OCEAN 100ml";"017818401";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104427";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF.VODA MUŠKA GOLD LEGEND 100ml";"017818501";"FIOR DI MAGNOLIA";0.1;"PZ";5.31;53.1;0;0;0;5.31;"8017596104434";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF.VODA MUŠKA ICONIC WARR. 100ml";"017818601";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104441";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF.VODA MUŠKA WATERFALL 100ml";"017818701";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104410";"KOZMETIKA/NJEGA TIJELA I LICA"
"PARF.VODA ŽEN. SWEE DREAMS 100ml";"017818801";"FIOR DI MAGNOLIA";0.1;"LT";5.31;53.1;0;0;0;5.31;"8017596104366";"KOZMETIKA/NJEGA TIJELA I LICA"
"PAHULJICE MULTIGRAIN CLASSIC 375g";"017825801";"TRE MULINI";0.375;"KG";1.79;4.77;0;0;0;1.79;"8017596057778";"DORUČAK - PAHULJICE/NAMAZI/MED"
"HIGIJENSKI ULOŠCI S KRILCIMA 28kom";"017826201";"FIOR DI MAGNOLIA";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596066107";"ULOŠCI/PELENE/VATE"
"PIVO MONASTICA ROGUE 6,5% 750ml";"017832601";"NO BRAND";0.75;"LT";3.59;4.79;0;0;0;3.59;"5410218110333";"PIVA"
"HR.MACKE STERILIZIRA.PREMIUM 4X100G";"017833501";"RADAMES";0.4;"KG";1.89;4.73;0;0;0;1.89;"8017596128768";"HRANA ZA KUĆNE LJUBIMCE"
"TEKUĆINA ZA ISPIRA.USTA MENTA 500ml";"017833901";"WHITE & FRESH";0.5;"LT";1.45;2.9;0;0;0;1.45;"8017596054111";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA TRIPLE ACT./WHIT. 100ml";"017834401";"WHITE & FRESH";0.1;"LT";0.83;8.3;0;0;0;0.83;"8017596071835";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA TRIPLE ACT./WHIT. 100ml";"017834401";"WHITE & FRESH";0.1;"LT";0.83;8.3;0;0;0;0.83;"8017596131973";"KOZMETIKA/NJEGA TIJELA I LICA"
"TUNA U BILJNOME ULJU 620g";"017834601";"ATHENA";0.62;"KG";5.99;9.66;0;0;0;5.99;"8412604988035";"RIBLJE KONZERVE"
"TUNA U BILJNOME ULJU 620g";"017834601";"ATHENA";0.62;"KG";5.99;9.66;0;0;0;5.99;"8017596015570";"RIBLJE KONZERVE"
"TUNA U BILJNOME ULJU 620g";"017834601";"ATHENA";0.62;"KG";5.99;9.66;0;0;0;5.99;"8429583010947";"RIBLJE KONZERVE"
"OSVJEŽIVAČ PROSTORA V.V. 150ml";"017839101";"VICINO A TE";0.15;"LT";1.59;10.6;0;0;0;1.59;"8017596131645";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"OSVJEŽIVAČ PROSTORA V.V. 150ml";"017839101";"VICINO A TE";0.15;"LT";1.59;10.6;0;0;0;1.59;"8017596131621";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"OSVJEŽIVAČ PROSTORA V.V. 150ml";"017839101";"VICINO A TE";0.15;"LT";1.59;10.6;0;0;0;1.59;"8017596131614";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"OSVJEŽIVAČ PROSTORA V.V. 150ml";"017839101";"VICINO A TE";0.15;"LT";1.59;10.6;0;0;0;1.59;"8017596131638";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"ZUBNA PASTA COMPLETE/WHITEN. 125ml";"017840001";"WHITE & FRESH";0.125;"LT";0.99;7.92;0;0;0;0.99;"8017596071804";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA COMPLETE/WHITEN. 125ml";"017840001";"WHITE & FRESH";0.125;"LT";0.99;7.92;0;0;0;0.99;"8017596071811";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA VIŠE VRSTA 75ml";"017840201";"WHITE & FRESH";0.075;"LT";1.06;14.13;0;0;0;1.06;"8017596065766";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA VIŠE VRSTA 75ml";"017840201";"WHITE & FRESH";0.075;"LT";1.06;14.13;0;0;0;1.06;"8017596131980";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA VIŠE VRSTA 75ml";"017840201";"WHITE & FRESH";0.075;"LT";1.06;14.13;0;0;0;1.06;"8017596131997";"KOZMETIKA/NJEGA TIJELA I LICA"
"ZUBNA PASTA VIŠE VRSTA 75ml";"017840201";"WHITE & FRESH";0.075;"LT";1.06;14.13;0;0;0;1.06;"8017596065780";"KOZMETIKA/NJEGA TIJELA I LICA"
"SPREJ ZA UKLJANJANE MRLJA 500ml";"017841001";"DEXAL";0.5;"LT";1.25;2.5;0;0;0;1.25;"8017596004024";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"HRANA ZA PSE KOM.MESA UMAK 4X100G";"017844801";"RADAMES";0.4;"KG";1.69;4.23;0;0;0;1.69;"8017596128775";"HRANA ZA KUĆNE LJUBIMCE"
"HRANA ZA PSE KOM.MESA UMAK 4X100G";"017844801";"RADAMES";0.4;"KG";1.69;4.23;0;0;0;1.69;"8011789610085";"HRANA ZA KUĆNE LJUBIMCE"
"ANANAS KRIŠKE U SOKU 565/340ml";"017845701";"NO BRAND";0.34;"KG";1.79;5.26;0;0;0;1.79;"8017596121080";"VOĆE KONZERVIRANO"
"PROT.JOGURT VAN.MUESLI 175g V.V.";"017846201";"LAND";0.175;"KG";1.19;6.8;0;0;0;1.19;"8017596133946";"JOGURTI I DESERTI"
"PROT.JOGURT VAN.MUESLI 175g V.V.";"017846201";"LAND";0.175;"KG";1.19;6.8;0;0;0;1.19;"8017596133953";"JOGURTI I DESERTI"
"SLANI ČIPS 45g";"017853301";"MAMBO KIDS";0.045;"KG";0.89;19.78;0;0;0;0.89;"24102438";"KEKSI/VAFLI/SNACKS"
"POVRĆE PRILOG 450g";"017853701";"DELIZIE DAL SOLE";0.45;"KG";1.59;3.53;0;0;0;1.59;"8017596042392";"ZAMRZNUTO POVRĆE"
"KEKSI SA KARAMELOM I ČOKOLADOM 350g";"017868201";"DOLCIANDO";0.35;"KG";1.79;5.11;0;0;0;1.79;"8017596131942";"KEKSI/VAFLI/SNACKS"
".PRALINE S KREMOM I PERECIMA 180g";"017873201";"DOLCIANDO";0.18;"KG";2.39;13.28;0;0;0;2.39;"8017596131966";"ČOKOLADE"
"JAJE MLIJEČ.ČOK.300g";"017873301";"DOLCIANDO";0.3;"KG";7.99;26.63;5.99;19.97;7.99;7.99;"8017596132567";"PROIZVODI BOŽIĆ/USKRS"
"VINO CH. LAUZ. BORDEAUX AOC 750ml";"017873701";"NO BRAND";0.75;"LT";5.89;7.85;0;0;0;5.89;"3303292905587";"VINA"
"VINO CH. LAUZ. BORDEAUX AOC 750ml";"017873701";"NO BRAND";0.75;"LT";5.89;7.85;0;0;0;5.89;"3303293206256";"VINA"
"VINO CH. LAUZ. BORDEAUX AOC 750ml";"017873701";"NO BRAND";0.75;"LT";5.89;7.85;0;0;0;5.89;"3303293202500";"VINA"
"VINO CH. LAUZ. BORDEAUX AOC 750ml";"017873701";"NO BRAND";0.75;"LT";5.89;7.85;0;0;0;5.89;"3303293304846";"VINA"
"GEL ZA TUŠIRANJE HRANJ./OPUŠT.500ml";"017876201";"NEAR YOUR XXX";0.5;"LT";1.79;3.58;0;0;0;1.79;"8017596132314";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠIRANJE HRANJ./OPUŠT.500ml";"017876201";"NEAR YOUR XXX";0.5;"LT";1.79;3.58;0;0;0;1.79;"8017596132321";"KOZMETIKA/NJEGA TIJELA I LICA"
".DETERDŽ.RUBLJE ORHIDEJA 5lt";"017880501";"DEXAL";5;"LT";4.49;0.9;0;0;0;4.49;"8017596077950";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"GEL ZA TUŠ.BAD.SHEA/CITRU.MED 300ml";"017883001";"FIOR DI MAGNOLIA";0.3;"LT";1.49;4.97;0;0;0;1.49;"8017596132369";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ.BAD.SHEA/CITRU.MED 300ml";"017883001";"FIOR DI MAGNOLIA";0.3;"LT";1.49;4.97;0;0;0;1.49;"8017596132352";"KOZMETIKA/NJEGA TIJELA I LICA"
"HRANA MAČKE GOV INT JEČAM 1,5KG";"017886802";"RADAMES";1.5;"KG";3.99;2.66;0;0;0;3.99;"8017596133007";"HRANA ZA KUĆNE LJUBIMCE"
".TORTA LIMUN 400g";"017889001";"DOLCIANDO";0.4;"KG";2.29;5.73;0;0;0;2.39;"8017596132437";"TORTE I ROLADE"
".KOLAČ OD BANANE I ČOKOLADE 400g";"017889301";"DOLCIANDO";0.4;"KG";2.39;5.98;1.99;4.98;2.39;2.39;"8017596132413";"TORTE I ROLADE"
".GYOZA S POVRĆEM 400g";"017894501";"TRE MULINI";0.4;"KG";3.49;8.73;0;0;0;3.49;"8017596046338";"ZAMRZNUTA POLUGOTOVA JELA"
".GYOZA SA SVINJETINOM 400g";"017894601";"TRE MULINI";0.4;"KG";3.49;8.73;0;0;0;3.49;"8017596046345";"ZAMRZNUTA POLUGOTOVA JELA"
".GYOZA S KOZICAMA";"017894701";"TRE MULINI";0.4;"KG";4.49;11.23;0;0;0;4.99;"8017596046352";"ZAMRZNUTA POLUGOTOVA JELA"
"PESTO DO PAPRIKE I ORAHA 190g";"017895301";"DELIZIE DAL SOLE";0.19;"KG";1.69;8.89;0;0;0;1.69;"24100441";"RAJČICA/DODACI"
"KRPE ZA BRISANJE PRASINE 3D 24kom";"017900201";"SISTEMA CASA";1;"PZ";1.59;1.59;0;0;0;1.59;"8017596106070";"PROIZVODI ZA UREĐENJE DOMA"
".SPAGHETTI ALLA CARBONARA 550g";"017926601";"TRE MULINI";0.55;"KG";3.49;6.35;0;0;0;3.49;"8017596046376";"ZAMRZNUTA POLUGOTOVA JELA"
"GEL ZA TUŠ.HIB.FEL./C.DUD MOŠ.750ml";"017926901";"NEAR YOUR XXX";0.75;"LT";1.49;1.99;0;0;0;1.49;"8017596019684";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ.HIB.FEL./C.DUD MOŠ.750ml";"017926901";"NEAR YOUR XXX";0.75;"LT";1.49;1.99;0;0;0;1.49;"8017596132253";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ.CED.BER./ARG.PAČ.750ml";"017927001";"NEAR YOUR XXX";0.75;"LT";1.49;1.99;0;0;0;1.49;"8017596132284";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ.CED.BER./ARG.PAČ.750ml";"017927001";"NEAR YOUR XXX";0.75;"LT";1.49;1.99;0;0;0;1.49;"8017596132277";"KOZMETIKA/NJEGA TIJELA I LICA"
".ČIPS SENF 150g";"017927301";"MAMBO KIDS";0.15;"KG";0.99;6.6;0;0;0;0.99;"8017596132987";"KEKSI/VAFLI/SNACKS"
".TARALLI MULTIPACK 10X50g";"017928201";"TRE MULINI";0.5;"KG";1.59;3.18;0;0;0;1.59;"8017596132741";"PEKARSKI PROIZVODI"
".KRUH ZA SANDWICH 500g";"017928401";"TRE MULINI";0.5;"KG";1.89;3.78;0;0;0;1.89;"8017596132857";"PEKARSKI PROIZVODI"
"DETERDŽENT RUB. BICARBONATO 2,95lt";"017932401";"DEXAL";2.925;"LT";3.99;1.36;0;0;0;3.99;"8017596132222";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"INSTANT TJESTENINA LJUTA 65g";"017932501";"TRE MULINI";0.065;"KG";0.99;15.23;0;0;0;0.99;"8017596133328";"JUHE/DEHIDRIRANI PROIZVODI"
"INSTANT TJEST. GAMBERI/ČEŠNJ 65g";"017932601";"TRE MULINI";0.065;"KG";0.99;15.23;0;0;0;0.99;"8017596133335";"JUHE/DEHIDRIRANI PROIZVODI"
"MEKI BISKVIT KAK. KRE. ZVJEZD. 300g";"017934601";"DOLCIANDO";0.3;"KG";2.29;7.63;0;0;0;2.29;"8017596132956";"BISKVIT PROIZVODI/KROASAN"
"TORTILLA 300g";"017934701";"MAMBO KIDS";0.3;"KG";1.69;5.63;0;0;0;1.69;"8017596132840";"KEKSI/VAFLI/SNACKS"
"PJENA KUP.KOK.JASM./NARC.ORH. 750ml";"017936001";"NEAR YOUR XXX";0.75;"LT";1.49;1.99;0;0;0;1.49;"8017596132246";"KOZMETIKA/NJEGA TIJELA I LICA"
"PJENA KUP.KOK.JASM./NARC.ORH. 750ml";"017936001";"NEAR YOUR XXX";0.75;"LT";1.49;1.99;0;0;0;1.49;"8017596132239";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ.ARG./TALK 500ml";"017936101";"NEAR YOUR XXX";0.5;"LT";1.79;3.58;0;0;0;1.79;"8017596132307";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ.ARG./TALK 500ml";"017936101";"NEAR YOUR XXX";0.5;"LT";1.79;3.58;0;0;0;1.79;"8017596132291";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ. BAM.ALOE/ZOB VAN. 500ml";"017936201";"NEAR YOUR XXX";0.5;"LT";1.79;3.58;0;0;0;1.79;"8017596132338";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL ZA TUŠ. BAM.ALOE/ZOB VAN. 500ml";"017936201";"NEAR YOUR XXX";0.5;"LT";1.79;3.58;0;0;0;1.79;"8017596132345";"KOZMETIKA/NJEGA TIJELA I LICA"
"KEKSI NOVELLINI 350g";"017938101";"DOLCIANDO";0.35;"KG";1.33;3.8;0;0;0;1.33;"8017596061942";"KEKSI/VAFLI/SNACKS"
"PJENA ZA KUPANJE PLANIN.BOR/IRIS 2l";"017939201";"NEAR YOUR XXX";2;"LT";2.79;1.4;0;0;0;2.79;"8017596133380";"KOZMETIKA/NJEGA TIJELA I LICA"
"PJENA ZA KUPANJE PLANIN.BOR/IRIS 2l";"017939201";"NEAR YOUR XXX";2;"LT";2.79;1.4;0;0;0;2.79;"8017596133397";"KOZMETIKA/NJEGA TIJELA I LICA"
".SWEET BAG PAW PATROL/PRINCI.190g";"017939601";"NO BRAND";0.19;"KG";3.99;21;2.99;15.74;3.99;3.99;"8030769039593";"PROIZVODI BOŽIĆ/USKRS"
".SWEET BAG PAW PATROL/PRINCI.190g";"017939601";"NO BRAND";0.19;"KG";3.99;21;2.99;15.74;3.99;3.99;"8030769039609";"PROIZVODI BOŽIĆ/USKRS"
"ŮARAPE MINI 15 DEN CRNE 2P";"017949301";"GLISSADE";1;"PZ";1.13;1.13;0;0;0;1.13;"8017596072436";"ČARAPE/BATERIJE"
"DOKOLJENKE MINI 20 DEN DRAP 2P";"017949401";"GLISSADE";1;"PZ";0.8;0.8;0;0;0;0.8;"8017596058690";"ČARAPE/BATERIJE"
"HULAHOPKE LIZA MAXI 20 DEN V.5/6 SM";"017949501";"GLISSADE";1;"PZ";1.46;1.46;0;0;0;1.46;"8017596058096";"ČARAPE/BATERIJE"
"DOKOLJENKE JOY 20 DEN SMEDE 2P";"017949601";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058713";"ČARAPE/BATERIJE"
"HULAHOPKE LIZA 20 DEN V.1/2 CRNE 2P";"017949701";"GLISSADE";1;"PZ";1.46;1.46;0;0;0;1.46;"8017596116154";"ČARAPE/BATERIJE"
"NAMAZ OD CRNIH MASLINA 190g";"017951901";"NO BRAND";0.19;"KG";1.49;7.84;0;0;0;1.49;"24103299";"RAJČICA/DODACI"
".SNACK OKUS KIS.VRHNJE/LUK 120g";"017952901";"MAMBO KIDS";0.12;"KG";0.89;7.42;0;0;0;0.85;"8017596133298";"KEKSI/VAFLI/SNACKS"
"PJENA ZA KUPANJE NEUTRO/OSVJEŽ 1l";"017953001";"NEAR YOUR XXX";1;"LT";2.25;2.25;0;0;0;2.25;"8017596133366";"KOZMETIKA/NJEGA TIJELA I LICA"
"PJENA ZA KUPANJE NEUTRO/OSVJEŽ 1l";"017953001";"NEAR YOUR XXX";1;"LT";2.25;2.25;0;0;0;2.25;"8017596133373";"KOZMETIKA/NJEGA TIJELA I LICA"
"GEL KAPS.RUBLJE 3U1 BIJELO 22kom";"017954101";"DEXAL";1;"PZ";4.99;4.99;0;0;0;4.99;"8017596132192";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"GEL KAPS.RUBLJE 5U1 ŠARENO R.20kom";"017954201";"DEXAL";1;"PZ";4.99;4.99;0;0;0;4.99;"8017596132215";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"GEL KAPS.RUBLJE 5U1 OMEKŠIVA? 20kom";"017954401";"DEXAL";1;"PZ";4.99;4.99;0;0;0;4.99;"8017596132208";"SRED. ZA PRANJE RUBLJA/POSUĐA"
".TORTA S KREMOM LIMUN 250g";"017954701";"DOLCIANDO";0.25;"KG";1.79;7.16;1.39;5.56;1.79;1.79;"8017596107305";"TORTE I ROLADE"
"HULAHOPKE LIZA MAXI 20 DEN V.5/6 CR";"017955701";"GLISSADE";1;"PZ";1.46;1.46;0;0;0;1.46;"8017596058089";"ČARAPE/BATERIJE"
"DOKOLJENKE JOY 20 DEN CRNE 2P";"017955801";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058706";"ČARAPE/BATERIJE"
"DOKOLJENKE MINI 20 DEN SMEDE 2P";"017955901";"NO BRAND";1;"PZ";0.8;0.8;0;0;0;0.8;"8017596058683";"ČARAPE/BATERIJE"
".GUMENI BOMBONI 200g";"017956001";"DOLCIANDO";0.2;"KG";1.29;6.45;0;0;0;1.29;"8017596133168";"SLATKIŠI I BOMBONI"
".GUMENI BOMB.CRVI 200G";"017956101";"DOLCIANDO";0.2;"KG";1.29;6.45;0.99;4.95;1.09;1.29;"8017596133151";"SLATKIŠI I BOMBONI"
"DOKOLJENKE MINI 20 DEN CRNE 2P";"017956201";"GLISSADE";1;"PZ";0.8;0.8;0;0;0;0.8;"8017596058676";"ČARAPE/BATERIJE"
"CARAPE MINI 15 DEN SMEDE 2P";"017956301";"NO BRAND";1;"PZ";1.13;1.13;0;0;0;1.13;"8017596072887";"ČARAPE/BATERIJE"
"HULAHOPKE LIZA 20 DEN V.3/4 CRNE 2P";"017956501";"GLISSADE";1;"PZ";1.46;1.46;0;0;0;1.46;"8017596116161";"ČARAPE/BATERIJE"
"HULAHOPKE LIZA 20 DEN V.1/2 SMED 2P";"017956601";"GLISSADE";1;"PZ";1.46;1.46;0;0;0;1.46;"8017596116178";"ČARAPE/BATERIJE"
"HULAHOPKE LIZA 20 DEN V.3/4 SMED 2P";"017956901";"GLISSADE";1;"PZ";1.46;1.46;0;0;0;1.46;"8017596116185";"ČARAPE/BATERIJE"
"SIR LISTIĆI 16 kom 400g";"017960101";"LAND";0.4;"KG";2.99;7.48;0;0;0;2.99;"8017596050090";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
".TORTILLA PIKANT OKUS SIR 400g";"017975301";"IL BRACIERE";0.4;"KG";1.99;4.98;0;0;0;2.19;"8017596133304";"KEKSI/VAFLI/SNACKS"
