BARKOD_ARTIKLA,SIFRA_ARTIKLA,NAZIV_ARTIKLA,BRAND,ROBNA_STRUKTURA,JEDINICA_MJERE,NETO_KOLICINA,MPC,MPC_POSEBNA_PRODAJA,CIJENA_PO_JM,MPC_NAJNIZA_30,MPC_020525,DATUM_ULASKA_NOVOG_ARTIKLA,PRVA_CIJENA_NOVOG_ARTIKLA
3858881585034,10012358,ZAČIN PERŠIN 10 g ST.NADALINA,,PAKIRANA HRANA I PIĆE,kom,"0,010","1,89",,189,,"1,89",,
3856020233082,10012378,ZAČIN CIMET POSIPAČ 45 g VEGET,VEGETA MAESTRO,PAKIRANA HRANA I PIĆE,kom,"0,045","2,29",,"50,89",,"2,29",,
159,10012388,MLINCI 250 g RIK,,SVJEŽI ODJELI,kom,"0,250","2,99",,"11,96",,"2,99",,
5413548283128,10011433,KINDER SCHOKO BONS 200 g,,PAKIRANA HRANA I PIĆE,kom,"0,200","5,49",,"27,45",,"5,49",,
3014260262709,10011472,GILL.PATRONE VENUS 4 kom,GILLETTE,NEPREHRANA,kom,"4,000","13,99",,"3,5",,"13,99",,
3850104216909,10011582,ŠLAG HIT 42 g PODRAVKA,DOLCELA,PAKIRANA HRANA I PIĆE,kom,"0,042","1,15",,"27,38",,"1,15",,
5000204072624,10011748,GLADE AUTOM. MAXI 269 ml OCEAN,GLADE,NEPREHRANA,kom,"0,269","6,99",,"25,99",,"6,99",,
4023103095298,10011773,METLA SOBNA 2U1 DUACTIVA,VILEDA,NEPREHRANA,kom,"2,000","15,49",,"7,75",,"15,49",,
3858882290432,10011814,RIŽA DUGO ZRNO 4*125 g FRUCTU,KRESTO,PAKIRANA HRANA I PIĆE,kom,"0,500","2,29",,"4,58",,"2,29",,
3850160103168,10011835,SARDINA UMAK RAJČ.105 g L/O,ADRIATIC QUEEN,PAKIRANA HRANA I PIĆE,kom,"0,105","1,65",,"15,71",,"1,65",,
3608580705185,10011877,DŽEM BRESKVA 370 g BONNE MAM,,PAKIRANA HRANA I PIĆE,kom,"0,370","5,29",,"14,3",,"5,29",,
4015600572969,10011893,VODA ZA USTA 500 ml OB PROEXP,ORAL B,NEPREHRANA,kom,"0,500","6,99",,"13,98",,"6,99",,
7613287204929,10011955,JUHA S ABC TJEST.44 g MAGGI,,PAKIRANA HRANA I PIĆE,kom,"0,044","1,15",,"26,14",,"1,15",,
5999109541734,10011973,AIRWICK 300 ml SPREJ AQUAMARIN,AIRWICK,NEPREHRANA,kom,"0,300","3,99",,"13,3",,"3,99",,
8005510001266,10012056,PRELJEV ULJA MASL.EX . LIMUN 250ML MONINI,,PAKIRANA HRANA I PIĆE,kom,"0,250","7,99",,"31,96",,"7,99",,
5000204076141,10012077,GLADE MIKROSPR. BAZA MIX 18 ml,GLADE,NEPREHRANA,kom,"0,010","6,99",,699,,"6,49",,
8001090720399,10012081,VODA ZA USTA 500ml ORAL B GUM,ORAL B,NEPREHRANA,kom,"0,500","4,55",,"9,1",,"4,55",,
8690770323052,10012117,KVASAC INSTANT 450 g DR.OETKER,DR. OETKER,PAKIRANA HRANA I PIĆE,kom,"0,450","5,25",,"11,67",,"5,25",,
3850172201234,10012164,"PIVO ISTARSKO 0,50 L LIMENKA",,PAKIRANA HRANA I PIĆE,kom,"0,500","1,75",,"3,5",,"1,75",,
5997321757964,10012190,AIRWICK FR. MAT. REFILL 250 ml,AIRWICK,NEPREHRANA,kom,"0,250","8,99",,"35,96",,"8,99",,
298892,10012202,KOLAČ VOĆNA ŠNITA 100 g BOBIS,BOBIS,SVJEŽI ODJELI,kom,"0,100","1,59",,"15,91",,"1,59",,
3600542217422,10012397,DEO ROLL-ON 50 ml GARNIER ACTI,GARNIER,NEPREHRANA,kom,"0,050","5,29",,"105,8",,"4,99",,
8718951277410,10012418,AJAX MULTIPURPOSE 750 ml TRIGG,AJAX,NEPREHRANA,kom,"0,750","4,29",,"5,72",,"4,29",,
8410376036169,10012464,KEKS B.G. MARIA 380 g GULLON,GULLON,PAKIRANA HRANA I PIĆE,kom,"0,380","4,29",,"11,29",,"4,29",,
5941194002959,10012517,KREKERI SEZAM 150 g CROCO,,PAKIRANA HRANA I PIĆE,kom,"0,150","1,55",,"10,33",,"1,55",,
5998749137895,10012659,WHISKAS 60 g TEMPT.LOSOS,WHISKAS,NEPREHRANA,kom,"0,060","2,29",,"38,17",,"2,29",,
3856014114472,10012689,NAPOLITANKE ČOKOL. 180 g KOEST,KOESTLIN,PAKIRANA HRANA I PIĆE,kom,"0,180","1,79",,"9,94",,"1,79",,
5310001235475,10012717,DET. I OMEKŠIVAČ 2u1 1L BECUTA,BECUTAN,NEPREHRANA,kom,"1,000","6,99",,"6,99",,"6,99",,
8029889001160,10012766,ZAČINSKO BILJE VLASAC,,SVJEŽI ODJELI,kom,"1,000","2,95",,"2,95",,"2,95",,
4018852007425,10012855,BEBIVITA KAŠ. JAB/BAN/BO 90 g,BEBIVITA,PAKIRANA HRANA I PIĆE,kom,"0,090","1,05",,"11,67",,"1,05",,
3850291050355,10012947,ČAJ FIL. ENG. BREAKFAST 40 g F,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,040","2,65",,"66,25",,"2,65",,
3858890100204,10012955,"BIO OCAT JABUČNI 0,7 L ENCIAN",,PAKIRANA HRANA I PIĆE,kom,"0,700","4,99",,"7,13",,"4,99",,
3859891700943,10013033,SIR DALMATINSKI 300 g MIH,,HLAĐENO I SMRZNUTO,kom,"0,300","8,99",,"29,97",,"8,99",,
3858890101881,10013040,BIO KVINOJA BIJ. 200 g ENCIAN,,PAKIRANA HRANA I PIĆE,kom,"0,200","3,55",,"17,75",,"3,55",,
8720181291494,10013055,DEO SPRAY 150 ml DOVE NOURISH,DOVE,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,99",,
3858886175537,10013225,BIO SLANUTAK 500 g EKOZONA,EKOZONA,PAKIRANA HRANA I PIĆE,kom,"0,500","2,49",,"4,98",,"2,49",,
3838471037686,10013259,KAVA ESPRESSO ESP. 250 g BARCA,BARCAFFE,PAKIRANA HRANA I PIĆE,kom,"0,250","5,29",,"21,16",,"5,29",,
4027800019762,10013297,WILK.EXT.II SEN/KARTON 1/1,WILKINSON,NEPREHRANA,kom,"1,000","1,15",,"1,15",,"1,15",,
3850104251894,10013326,KEKSOLINO JABUKA 200 g PODRAVK,LINO,PAKIRANA HRANA I PIĆE,kom,"0,200",,"1,19","5,95","2,69","2,69",,
9005800291888,10013363,KREMA ZA RUKE 75 ml NIVEA PROT,NIVEA,NEPREHRANA,kom,"0,075","3,15",,42,,"3,29",,
38502361,10013423,PAŠTETA PIKANT 50 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,050","0,89",,"17,8",,"0,89",,
3850104280023,10013435,KAŠICA ŠLJIVA JAB. 190 g LINO,LINO,PAKIRANA HRANA I PIĆE,kom,"0,190","1,69",,"8,89",,"1,69",,
3850104301261,10013481,ČAJ HARMONIJA 40 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,040","2,99",,"74,75",,"2,99",,
3858882923576,10013535,SOJA ODRESCI 100 g ADVENT,ADVENT,PAKIRANA HRANA I PIĆE,kom,"0,100","1,69",,"16,9",,"1,69",,
3850139437508,10013621,SVINJSKI VRAT SK ODR.640g  PIK,PIK,SVJEŽI ODJELI,kom,"0,640","4,49",,"7,02",,"4,49",,
9001414015377,10013692,ZAČIN MAŽURAN MRVLJ.6 g VR.KOT,,PAKIRANA HRANA I PIĆE,kom,"0,006","1,05",,175,,"1,05",,
3858892941133,10013718,BUKOVAČE 250 g ,,SVJEŽI ODJELI,kom,"0,250","1,49",,"5,96",,"1,49",,
3600541744493,10013743,MICELAR. VODA 400 ml GARNIER D,GARNIER,NEPREHRANA,kom,"0,400","8,29",,"20,73",,"7,99",,
8606108584125,10013748,JUHA INS.GOVEDINA 70 g INDOMIE,INDO MIE,PAKIRANA HRANA I PIĆE,kom,"0,070","0,69",,"9,86",,"0,69",,
3850104294501,10013842,ZAČIN PAPAR BIJ. VR.20 g VEGE,VEGETA MAESTRO,PAKIRANA HRANA I PIĆE,kom,"0,020",,"1,05","52,5","1,89","1,89",,
3858885020043,10013895,RUKAVICA PU CRNA,,NEPREHRANA,kom,"1,000","1,69",,"1,69",,"1,69",,
8720181291760,10013949,DEO SPRAY 150 ml DOVE  W GO FR,DOVE,NEPREHRANA,kom,"0,150","5,99",,"39,93",,"5,99",,
3859889425001,10013955,TABLETE ŠUM.MULT. 86 g MEGAFIT,,PAKIRANA HRANA I PIĆE,kom,"0,086","1,75",,"20,35",,"1,75",,
50088096,10013981,FISHERMANS FR.TREŠNJA B.Š.25 g,FISHERMANS FRIEND,PAKIRANA HRANA I PIĆE,kom,"0,025","1,75",,70,,"1,75",,
5054563052247,10012515,VODICA ZA USTA 500 ml PARODON,PARANDOTAX,NEPREHRANA,kom,"0,500","7,99",,"15,98",,"7,99",,
9005800317045,10012553,GEL ZA TUŠ 250 ml NIVEA ALOE,NIVEA,NEPREHRANA,kom,"0,250","2,99",,"11,96",,"2,99",,
8595059740257,10012559,GEL ZA TUŠ 300 ml LACTOVIT ORI,LACTOVIT,NEPREHRANA,kom,"0,300","2,65",,"8,83",,"2,65",,
3858893370468,10012704,ZAČIN ZA GIN 20 g NARA BOTANIC,,PAKIRANA HRANA I PIĆE,kom,"0,020","4,95",,"247,5",,"4,95",,
5997381334686,10012889,CIOBAR VRUĆA ČOKOLADA X5 125 g,,PAKIRANA HRANA I PIĆE,kom,"0,125","3,49",,"27,92",,"3,49",,
9005800223063,10012924,GEL ZA TUŠ. 750 ml NIVEA CREME CARE,NIVEA,NEPREHRANA,kom,"0,750","8,99",,"11,99",,"8,29",,
9001531914935,10012966,SRED. ZA ČIŠ. KUPAONICE 500 ml,FROSCH,NEPREHRANA,kom,"0,500","3,29",,"6,58",,"3,29",,
3838945035019,10012984,KAŠICA TEK. BRES/JOG 100 g FRU,FRUTEK,PAKIRANA HRANA I PIĆE,kom,"0,100","1,49",,"14,9",,"1,49",,
4023103105140,10013036,METLA SA DRŠKOM GARDEN OUTDOOR,,NEPREHRANA,kom,"1,000","13,99",,"13,99",,"13,99",,
8008970037196,10013490,GEL ZA TUŠ. 250 ml DENIM GOLD,DENIM,NEPREHRANA,kom,"0,250","2,65",,"10,6",,"2,65",,
3858892320662,10013534,PAPRIKE PUNJ. DIM.TOFU 190 g S,SANA,PAKIRANA HRANA I PIĆE,kom,"0,110","5,29",,"48,09",,"5,29",,
8002410043594,10013594,DEO SPRAY 150 ml BOROT. SALTS,BOROTALCO,NEPREHRANA,kom,"0,150","4,29",,"28,6",,"4,29",,
3537580702668,10013785,PAŠTETA PAČJA JETRENA 116 g,,HLAĐENO I SMRZNUTO,kom,"0,116","4,49",,"38,71",,"4,49",,
5907707059544,10014102,BOJA ZA KOLAČE ZELENA 10 g DR.,DR. OETKER,PAKIRANA HRANA I PIĆE,kom,"0,010","1,69",,169,,"1,69",,
3800013519288,10014240,PASTA ZA ZUBE 50 ml HOMEOPATHI,ASTERA,NEPREHRANA,kom,"0,050","3,69",,"73,8",,"3,69",,
3858886504979,10014249,"ČAJ VRBOVICA 20*1,5 g AGRISTAR",AGRISTAR,PAKIRANA HRANA I PIĆE,kom,"0,030","2,29",,"76,33",,"2,29",,
3850116887937,10014257,KESTEN DESERT PREMIUM 140 g,LEDO,HLAĐENO I SMRZNUTO,kom,"0,140","2,69",,"19,21",,"2,69",,
3838985889061,10014290,BIORAZ. ŠTAPIĆI JASMIN 100/1,JASMIN NATURE,NEPREHRANA,kom,"100,000","1,45",,"0,01",,"1,45",,
3859892386016,10014347,MLINCI DOM.ZAGOR. 500 g MLIN,,SVJEŽI ODJELI,kom,"0,500","2,29",,"4,58",,"2,29",,
8595059740271,10014466,GEL ZA TUŠ 300 ml LACTOVIT ACT,LACTOVIT,NEPREHRANA,kom,"0,300","2,65",,"8,83",,"2,65",,
3830034366080,10014501,JELEN GULAŠ SMRZ 500 g,NIMROD,HLAĐENO I SMRZNUTO,kom,"0,500","7,99",,"15,98",,"7,99",,
2105457,10014531,BUĐOLA KOCKE VAC /kg BOKUN GUŠTA,BOKUN GUŠTA,HLAĐENO I SMRZNUTO,kg,"1,000","5,29",,"5,29",,"5,29",,
3858885872475,10014579,KOMPOT ŠLJIVA BK 700 g Do OR,DOORA,PAKIRANA HRANA I PIĆE,kom,"0,700","2,69",,"3,84",,"2,69",,
5410233740829,10014608,REALEMON SOK OD LIMETE 250 ml,,PAKIRANA HRANA I PIĆE,kom,"0,250","3,05",,"12,2",,"3,05",,
3859892917555,10014648,SOL KRUPNO MLJEVENA 10 kg ADRI,,PAKIRANA HRANA I PIĆE,kom,"10,000","3,99",,"0,4",,"3,99",,
4008455601915,10014684,SRED. ZA ČIŠĆ. 250 ml KER. PL.,DR. BECKMANN,NEPREHRANA,kom,"0,250","4,29",,"17,16",,"4,29",,
3838985888972,10014780,ŠTAPIĆI ZA UŠI TOSAMA 300/1,TOSAMA,NEPREHRANA,kom,"300,000",,"1,49",0,"2,49","2,49",,
3858882923675,10014838,SOJA FAŠIR SMJESA 170 g ADVENT,PRIMA VITA,PAKIRANA HRANA I PIĆE,kom,"0,170","2,49",,"14,65",,"2,49",,
3858892320655,10014847,PAPRIKE PUNJ. SVJ.TOFU 190 g S,SANA,PAKIRANA HRANA I PIĆE,kom,"0,110","5,29",,"48,09",,"5,29",,
3083680004275,10014889,GRAŠAK 800 g BONDUELLE,BONDUELLE,PAKIRANA HRANA I PIĆE,kom,"0,530","3,49",,"6,58",,"3,49",,
3850104217227,10014928,JUHA GOVEĐA 1 kg DOZA PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"1,000","8,99",,"8,99",,"8,99",,
8003350511037,10014933,VATA 100 g 100% PAMUK COTONEVE,COTONEVE,NEPREHRANA,kom,"0,100","2,29",,"22,9",,"2,29",,
9001414203446,10014970,ZAČIN KORICA NARANČA 20 g KOTA,KOTANYI,PAKIRANA HRANA I PIĆE,kom,"0,020","1,05",,"52,5",,"1,05",,
8007830314071,10014974,MASLINE ZELENE 820 g NERI,NERI,PAKIRANA HRANA I PIĆE,kom,"0,470","5,99",,"12,74",,"5,99",,
8717163340561,10014996,DEO SPRAY 150 ml REXONA ALOE V,REXONA,NEPREHRANA,kom,"0,150",,"2,19","14,6","3,19","5,29",,
9001414204221,10015008,ZAČIN ĐUMBIR MLJEV. 24 g KOTAN,KOTANYI,PAKIRANA HRANA I PIĆE,kom,"0,024","1,39",,"57,92",,"1,25",,
4005808728879,10015016,DEO SPRAY 150 ml NIVEA INVISIB,NIVEA,NEPREHRANA,kom,"0,150",,"3,45",23,"5,29","5,29",,
5011007018931,10015069,"NAPITAK GIN&LIM 0,25 L JAMESON",,PAKIRANA HRANA I PIĆE,kom,"0,250","2,65",,"10,6",,"2,65",,
3850172200206,10015074,"PIVO FAVORIT 6 PACK 0,50 L LIM",,PAKIRANA HRANA I PIĆE,kom,"2,500","8,49",,"3,4",,"8,49",,
3856007901010,10015198,KREMA ZA BRIJANJE 70 ml RALON,RALON,NEPREHRANA,kom,"0,070","2,69",,"38,43",,"2,69",,
8002030139103,10015225,MR.MUSCOLO ČISTAČ PEĆ.300 ml,MR.MUSCOLO,NEPREHRANA,kom,"0,300","4,75",,"15,83",,"4,75",,
3859888906464,10015241,PAŠTETA OD DIM.LOS.90 g TRENTO,TRENTON,HLAĐENO I SMRZNUTO,kom,"0,090","2,99",,"33,22",,"2,99",,
3838945501118,10015320,FRUTABELA MARELICA 30 g,FRUCTAL FRUTABELA,PAKIRANA HRANA I PIĆE,kom,"0,030","0,85",,"28,33",,"0,85",,
3858882920575,10015367,BIO ZOBENE MEKINJE 250 g ADVEN,ADVENT,PAKIRANA HRANA I PIĆE,kom,"0,250","1,45",,"5,8",,"1,45",,
5011321413764,10015385,DEO SPRAY 150 ml SECRET DELICA,SECRET,NEPREHRANA,kom,"0,150","4,29",,"28,6",,"4,29",,
8076809575157,10015409,TJ.BARILLA SLANUTAK B.G. 250 g,BARILLA,PAKIRANA HRANA I PIĆE,kom,"0,250","5,99",,"23,96",,"5,99",,
5712840020074,10015479,EKO PLOČICA SIRO. VOĆE 50 g RA,,PAKIRANA HRANA I PIĆE,kom,"0,050","2,69",,"53,8",,"2,69",,
3858886504337,10015548,ČAJ MASLAČAK KORIJEN 50 g AGRI,AGRISTAR,PAKIRANA HRANA I PIĆE,kom,"0,050","2,49",,"49,8",,"2,49",,
3858882922043,10015592,GOJI BOBICE 80 g ADVENT,ADVENT,PAKIRANA HRANA I PIĆE,kom,"0,080","2,49",,"31,13",,"2,49",,
4005900677853,10015598,NIVEA BABY 250 ml GEL 2U1 BOY,NIVEA,NEPREHRANA,kom,"0,250","5,29",,"21,16",,"4,99",,
3838471043601,10015616,KAVA MLJEV. RWANDA 200 g BARCA,,PAKIRANA HRANA I PIĆE,kom,"0,200","7,49",,"37,45",,"7,49",,
3859893730047,10015704,"SOK MANDARINA 100% 0,2 L GUUC",,PAKIRANA HRANA I PIĆE,kom,"0,200","2,39",,"11,95",,"2,39",,
9005800263601,10015764,GEL ZA TUŠ. 500 ml NIVEA ROSE,NIVEA,NEPREHRANA,kom,"0,500","6,99",,"13,98",,"6,29",,
3858892941249,10015897,ŠAMPINJONI SVJ. 1000 g ,,SVJEŽI ODJELI,kom,"1,000","3,69",,"3,69",,"3,69",,
3858882921176,10015899,PAHULJICE RAŽENE 400 g ADVENT,ADVENT,PAKIRANA HRANA I PIĆE,kom,"0,400",,"0,55","1,38","0,79","1,15",,
3857500024121,10015985,"PIVO ZMAJSKO 0,33 L PORTER",,PAKIRANA HRANA I PIĆE,kom,"0,330","2,39",,"7,24",,"2,39",,
3600542244800,10016031,BOJA ZA KOSU GARNIER OLIA 7.0,GARNIER,NEPREHRANA,kom,"1,000","6,49",,"6,49",,"6,49",,
3600542244602,10016065,BOJA ZA KOSU GARNIER OLIA 1.0,GARNIER,NEPREHRANA,kom,"1,000","6,49",,"6,49",,"6,49",,
3858881586048,10016125,ZAČIN MJEŠ.GRILL 50 g NADALINA,,PAKIRANA HRANA I PIĆE,kom,"0,050","1,89",,"37,8",,"1,89",,
3858883239836,10016170,LAMPION SMIRNA ANKRIS,,NEPREHRANA,kom,"1,000","3,29",,"3,29",,"3,29",,
8006540093849,10016198,ALWAYS 10/1 ULTRA SUPER NIGHT,ALWAYS,NEPREHRANA,kom,"10,000","2,49",,"0,25",,"2,49",,
3859893567018,10016460,PALENTA ŽUTA 500 g IZIDOR,,PAKIRANA HRANA I PIĆE,kom,"0,500","1,35",,"2,7",,"1,35",,
9000101229639,10016487,DEO SPRAY 150 ml FA IPANEMA,FA,NEPREHRANA,kom,"0,150",,"0,99","6,6","1,99","4,29",,
4005808379798,10016517,KUPKA 500 ml NIVEA BABY BLAGA,NIVEA,NEPREHRANA,kom,"0,500",,"3,79","7,58","5,49","8,49",,
3859888932319,10016521,"VINO RAJNSKI RIZ.0,75L ĐAKOVO",,PAKIRANA HRANA I PIĆE,kom,"0,750","6,99",,"9,32",,"6,99",,
7613036936781,10016581,ONE MM INDOOR 85 g,ONE,NEPREHRANA,kom,"0,085","1,15",,"13,53",,"1,15",,
1382,10016593,KRAFNA 100 g ŠKANJATA,,SVJEŽI ODJELI,kom,"0,100","0,77",,"7,68",,"0,77",,
8410109056549,10016689,ČOKOLADA BEZ DOD.ŠEĆ. 100 g VA,,PAKIRANA HRANA I PIĆE,kom,"0,100","3,35",,"33,5",,"3,35",,
8710439278988,10014360,SAKUPLJAČ VLAGE 450g PUNJENJE LAVANDA,BISON,NEPREHRANA,kom,"0,450","5,29",,"11,76",,"5,29",,
3856020246129,10014375,PAPRIKAŠ S PILETINOM 400 g,,PAKIRANA HRANA I PIĆE,kom,"0,400","3,99",,"9,98",,"3,99",,
3858890477405,10014442,ZOBENA GRANOLA Š.VOĆE 60 g BB,,PAKIRANA HRANA I PIĆE,kom,"0,060","1,05",,"17,5",,"1,05",,
291348,10014496,"SIR GRAND OVAL DELIKATE 2,5 kg",,HLAĐENO I SMRZNUTO,kg,"1,000","15,49",,"15,49",,"15,49",,
3858888573683,10014507,ČOKOLADA BITT. BRUSN.100 g MIK,MIKADO,PAKIRANA HRANA I PIĆE,kom,"0,100","2,89",,"28,9",,"2,89",,
3856020236502,10014714,FANT ZAPEČ. PILETINA SIR 40 g,FANT,PAKIRANA HRANA I PIĆE,kom,"0,040","1,49",,"37,25",,"1,49",,
3858881327184,10014778,PŠENIČNI GRIZ 500 g KLARA,KLARA,PAKIRANA HRANA I PIĆE,kom,"0,500","1,49",,"2,98",,"1,49",,
8693029701892,10015767,BISKVIT MED 45 g TODAY,,PAKIRANA HRANA I PIĆE,kom,"0,045",,"0,19","4,22","0,35","0,59",,
3574661552583,10016047,ULOŠCI CAREFREE COTTON 20kom,CAREFREE,NEPREHRANA,kom,"20,000","2,29",,"0,11",,"2,29",,
3856020248031,10016060,PUDING PREM. KIKIRIKI 40 g DOL,,PAKIRANA HRANA I PIĆE,kom,"0,040","0,95",,"23,75",,"0,95",,
4005900217936,10016102,SAPUN 100 g NIVEA CREME CARE,NIVEA,NEPREHRANA,kom,"0,100","1,59",,"15,9",,"1,49",,
3858881248601,10016207,KAPSULE OMEGA 3 4 g MULTIVITA,MULTIVITA,PAKIRANA HRANA I PIĆE,kom,"0,004","5,99",,"1497,5",,"5,99",,
4011800520922,10016590,CORNY TAM. ČOKOLADA 6*25 g,,PAKIRANA HRANA I PIĆE,kom,"0,150","3,05",,"20,33",,"3,05",,
5941047834232,10016906,BOMBON KAR. CLASSIC 200 g PAPI,,PAKIRANA HRANA I PIĆE,kom,"0,200","1,75",,"8,75",,"1,75",,
5310001245085,10017016,BECUTAN ULJE 200 ml S LAVANDOM,BECUTAN,NEPREHRANA,kom,"0,200","4,29",,"21,45",,"4,29",,
3831070653912,10017065,KREMA UNIV. 125 ml AFRODIT MEN,AFRODITA,NEPREHRANA,kom,"0,125","4,99",,"39,92",,"4,99",,
3858890102994,10017134,BIO BRAŠNO PROSENO 250 g ENCIA,,PAKIRANA HRANA I PIĆE,kom,"0,250","2,69",,"10,76",,"2,69",,
3830063513370,10017472,GEL ZA INTIM. NJEGU 200 ml INTIMEA CLASSIC,INTIMEA,NEPREHRANA,kom,"0,200","4,75",,"23,75",,"4,29",,
4001071200050,10017711,DUDA ANAT.SILIKON 6-18 MJ 2kom,BABY NOVA,NEPREHRANA,kom,"2,000","5,99",,3,,"5,99",,
8410109054392,10017822,ČOKOLADA BEZ LAKT.100 g VALOR,,PAKIRANA HRANA I PIĆE,kom,"0,100","3,69",,"36,9",,"3,69",,
3858881088443,10017835,KAVA INST. CLASS. 50 g FRANCK,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,050","3,29",,"65,8",,"3,29",,
3859893567032,10017970,PALENTA BIJELA 500 g IZIDOR,,PAKIRANA HRANA I PIĆE,kom,"0,500","1,59",,"3,18",,"1,59",,
3850116888132,10018019,KESTEN BLOK 250 g LEDO,LEDO,HLAĐENO I SMRZNUTO,kom,"0,250","3,89",,"15,56",,"3,89",,
3858889365553,10018021,NAMAZ GRAH POVRĆE 75 g NATUREL,,PAKIRANA HRANA I PIĆE,kom,"0,075","1,89",,"25,2",,"1,89",,
3858890873207,10018178,"VODA VITAMIN LIMUN 0,33 L JANA",JANA VITAMIN,PAKIRANA HRANA I PIĆE,kom,"0,330","1,39",,"4,21",,"1,39",,
3858881088429,10018197,HOT MIX KAKAO K. 150 g FRANCK,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,150","5,29",,"35,27",,"5,29",,
3850104025396,10018261,"GRAH SMEĐI 2,5 kg PODRAVKA",PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"2,500","6,29",,"2,52",,"6,29",,
8711521918133,10018392,BIO GRAŠAK I MRKVA 340 g YON,YOUR NATURE,PAKIRANA HRANA I PIĆE,kom,"0,340","2,49",,"7,32",,"2,49",,
3600541135970,10018445,"BOJA ZA KOSU COLOR SENSAT. 3,0",GARNIER,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,29",,
3858884172576,10018834,BRAŠNO ZA TANKA TIJ.1 kg ČM,,PAKIRANA HRANA I PIĆE,kom,"1,000","1,59",,"1,59",,"1,59",,
294372,10018859,ŠTRUDLA JABUKA 135 g MLINAR,,SVJEŽI ODJELI,kom,"0,135","1,13",,"8,35",,"1,13",,
3858881120198,10019169,KEKS MALI MIX 500 g MLINAR,,SVJEŽI ODJELI,kom,"0,500","3,29",,"6,58",,"3,29",,
3858890830330,10019509,EKO ČAJ LIVADNE VRKUTE 40 g DA,,PAKIRANA HRANA I PIĆE,kom,"0,040","3,29",,"82,25",,"3,29",,
3858888020866,10019573,LAMPION SMIRNA SRCE,,NEPREHRANA,kom,"1,000","3,29",,"3,29",,"3,29",,
298848,10019957,PECIVO SEZ S HREN SMRZ 120 g B,BOBIS,SVJEŽI ODJELI,kom,"0,120","1,39",,"11,58",,"1,39",,
3875000182288,10020135,"NAP. GAZ.COLA 0,33 L SKY C. ZE",,PAKIRANA HRANA I PIĆE,kom,"0,330","0,95",,"2,88",,"0,95",,
8718951511392,10020399,GEL ZA TUŠ.250 ml PALMOL.REFRE,PALMOLIVE,NEPREHRANA,kom,"0,250","2,65",,"10,6",,"2,65",,
7622210721785,10020993,ČOKOLADA OREO 37 g MILKA,MILKA,PAKIRANA HRANA I PIĆE,kom,"0,037","0,99",,"26,76",,"0,99",,
313,10021475,KRUH RAŽENI 500 g BABIĆ,BABIĆ,SVJEŽI ODJELI,kg,"0,500","1,43",,"2,86",,"1,43",,
3858890793864,10021610,SISAČ ZA BOČICE M 3+ MJ 2/BLIS,LO AND LA,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,99",,
291693,10021860,PECIVO ČOKO KOKO SMRZ 96 g BOB,BOBIS,SVJEŽI ODJELI,kom,"0,096","0,73",,"7,59",,"0,73",,
9001414085295,10021891,ZAČIN LUK PRŽENI 1000 g KOTANY,KOTANYI,PAKIRANA HRANA I PIĆE,kom,"1,000","8,49",,"8,49",,"8,49",,
292881,10022205,SIR SVJEŽI S VRH.60%MM 10 kg,,SVJEŽI ODJELI,kg,"1,000","3,32",,"3,32",,"3,32",,
3859888529151,10022484,SJEMENKE 100 g MALI GUŠTI SPEC,SPECTAR,PAKIRANA HRANA I PIĆE,kom,"0,100","1,25",,"12,5",,"1,25",,
2346,10022562,PECIVO KUK. PLETENICA 120  ZP,BABIĆ,SVJEŽI ODJELI,kom,"0,120","0,77",,"6,4",,"0,77",,
86002264,10023254,NAREZAK MESNI 100 g ALU CARNEX,CARNEX,PAKIRANA HRANA I PIĆE,kom,"0,100",,"1,05","10,5","1,35","1,35",,
1911,10023325,ŠTRUDEL ŠUNKA/SIR 180 g BABIĆ,BABIĆ,SVJEŽI ODJELI,kom,"0,180","1,43",,"7,96",,"1,43",,
1580,10023339,KRUH BIJELI 600 g BABIĆ T-96,BABIĆ,SVJEŽI ODJELI,kg,"0,600","1,3",,"2,17",,"1,3",,
425,10023492,ŠTRUDEL DOMAĆI JABUKA 150 g,BABIĆ,SVJEŽI ODJELI,kom,"0,120","1,43",,"11,93",,"1,43",,
333,10023530,KIFLIĆ SLATKI 70 g BABIĆ,BABIĆ,SVJEŽI ODJELI,kom,"0,070","0,37",,"5,29",,"0,37",,
5692,10023550,PECIVO BAGUET SJEM 130 g MLIN,,SVJEŽI ODJELI,kom,"0,130","0,79",,"6,08",,"0,79",,
3070,10023552,PECIVO TROKUT 130 g BABIĆ,BABIĆ,SVJEŽI ODJELI,kom,"0,130","0,77",,"5,91",,"0,77",,
