BARKOD_ARTIKLA,SIFRA_ARTIKLA,NAZIV_ARTIKLA,BRAND,ROBNA_STRUKTURA,JEDINICA_MJERE,NETO_KOLICINA,MPC,MPC_POSEBNA_PRODAJA,CIJENA_PO_JM,MPC_NAJNIZA_30,MPC_020525,DATUM_ULASKA_NOVOG_ARTIKLA,PRVA_CIJENA_NOVOG_ARTIKLA
4015400278818,10005811,PAMPERS PREM.CARE MAXI 52,PAMPERS,NEPREHRANA,kom,"52,000","21,99",,"0,42",,"21,99",,
8003510007523,10005825,KUPKA 1000 ml MALIZIA COCONUT,MALIZIA,NEPREHRANA,kom,"1,000","3,49",,"3,49",,"3,49",,
8718951187658,10005842,ELMEX ČETKICA ZA ZUBE ULTRA,ELMEX,NEPREHRANA,kom,"1,000","5,29",,"5,29",,"5,29",,
293276,10005845,LIMUN SNIŽENO,,SVJEŽI ODJELI,kg,"1,000","0,75",,"0,75",,"0,75",,
3850354015857,10005857,JOGURT JAB/MR/DINJ B.AKTIV 330 g,B.AKTIV,HLAĐENO I SMRZNUTO,kom,"0,330","1,75",,"5,3",,"1,75",,
3600540335654,10005871,COLOR NATURALS 8 BLOND CLAIR,GARNIER,NEPREHRANA,kom,"1,000","5,29",,"5,29",,"5,29",,
3856007902062,10005915,PITROID TEKUĆE PUNJENJ.45 NOĆI,PITROID,NEPREHRANA,kom,"1,000",,"2,99","2,99","4,99","4,99",,
8692641158800,10005929,KILLTOX TABLETE ZA ELEKT 20/1,KILLTOX,NEPREHRANA,kom,"20,000","2,69",,"0,13",,"2,69",,
290031,10005964,JABUKA ZLATNI DELIŠES SNIŽENO,,SVJEŽI ODJELI,kg,"1,000","0,8",,"0,8",,"0,8",,
5000291023462,10006029,"GIN 0,70 L TANQUERAY SEVILLA",TANQUERAY,PAKIRANA HRANA I PIĆE,kom,"0,700","32,49",,"46,41",,"32,49",,
3850355000845,10006037,SIR I VRHNJE 200 g PRESIDENT,PRESIDENT,HLAĐENO I SMRZNUTO,kom,"0,200","2,29",,"11,45",,"2,29",,
8005030201986,10006047,KREKER INTEGRALNI 250 g PIOVES,PIOVESANA,PAKIRANA HRANA I PIĆE,kom,"0,250","2,49",,"9,96",,"2,49",,
5449000267351,10006096,"VODA LIMUN+CINK 0,4 L AQUARIUS",AQUARIUS,PAKIRANA HRANA I PIĆE,kom,"0,400","1,15",,"2,88",,"1,15",,
7613035800908,10006108,FRISKIES MP 4x100 g GOV+PILET+,FRISKIES,NEPREHRANA,kom,"0,400",,"1,79","4,48","2,99","2,99",,
9000101723502,10006116,GEL ZA KOSU 150 ml TAFT MAXX,TAFT,NEPREHRANA,kom,"0,150",,"4,39","29,27","5,99","5,99",,
5411188128311,10006121,NAPITAK KOKOS B.Š. 1 L ALPRO,,PAKIRANA HRANA I PIĆE,kom,"1,000","4,29",,"4,29",,"4,29",,
3856020242237,10006125,UMAK BOSILJAK 410 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,410","3,49",,"8,51",,"3,49",,
3859888295742,10006145,DŽEM EX.SMOKVA/NAR. 240 g  MAR,,PAKIRANA HRANA I PIĆE,kom,"0,240","4,99",,"20,79",,"4,99",,
8605073300846,10006151,KAKAOVA PLOČA 80 g CIPIRIPI,,PAKIRANA HRANA I PIĆE,kom,"0,080","1,05",,"13,13",,"1,05",,
3858888597962,10006160,SIR TRAPIST BILOGOR. 400 g 1/5,ZDENKA,HLAĐENO I SMRZNUTO,kom,"0,400","6,29",,"15,73",,"6,29",,
8003350512478,10006213,BLAZINICE PAMUČNE COTON. 100/1,COTONEVE,NEPREHRANA,kom,"100,000",,"1,19","0,01","1,79","1,79",,
3858884091259,10006303,"ČAJ NAR /CIM/KUR. 10*2,5 g NAT",NATURAVITA,PAKIRANA HRANA I PIĆE,kom,"0,025","1,45",,58,,"1,45",,
3850104063084,10006304,BRAŠNO T-850 1 kg PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"1,000","1,49",,"1,49",,"1,49",,
5011026105223,10006322,"LIKER CAROLANS 0,70 L",,PAKIRANA HRANA I PIĆE,kom,"0,700","18,49",,"26,41",,"18,49",,
3850104223648,10006018,BRAŠNO OŠTRO T-400 2 kg PODRA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"2,000","1,59",,"0,8",,"1,59",,
4000388179004,10006019,SAPUN TEK.500 ml DOVE CREAM RE,DOVE,NEPREHRANA,kom,"0,500","3,99",,"7,98",,"3,99",,
3856022302076,10006031,"LEDENI ČAJ BRUSN.1,5 L STUDENA",STUDENA,PAKIRANA HRANA I PIĆE,kom,"1,500","1,75",,"1,17",,"1,75",,
8715035110205,10006064,UMAK OD SOJE 150 ml KIKKOMAN,,PAKIRANA HRANA I PIĆE,kom,"0,150","4,29",,"28,6",,"4,29",,
5000204670967,10006105,PRONTO CLASSIC SPRAY 300 ml,PRONTO,NEPREHRANA,kom,"0,300","6,29",,"20,97",,"6,29",,
3850104277207,10006134,VEGETA GRILL CLAS. 30 g PODRA,VEGETA NATUR,PAKIRANA HRANA I PIĆE,kom,"0,030",,"0,79","26,33","1,29","1,29",,
3600540335777,10006158,"COLOR NATURALS 5,3 CHATAIN CLA",GARNIER,NEPREHRANA,kom,"1,000",,"2,25","2,25","3,25","5,29",,
3858889861673,10006225,BOMBON TVR. ANAN/ĐUM. 80 g LAR,LARINGO,PAKIRANA HRANA I PIĆE,kom,"0,080",,"0,49","6,13","0,79","1,05",,
5997321747729,10006295,VANISH OXI 500 ml PINK,VANISH,NEPREHRANA,kom,"0,500","5,29",,"10,58",,"5,29",,
3859888666214,10006323,TJ.USKI REZ.S JAJ/MRK.400 g MA,,PAKIRANA HRANA I PIĆE,kom,"1,000","2,99",,"2,99",,"2,99",,
3858881047242,10006332,ČOKOLADA KOKOS 30 g KANDI,KANDIT,PAKIRANA HRANA I PIĆE,kom,"0,030","0,55",,"18,33",,"0,55",,
3838700640960,10006333,RIŽA SMEĐA PARB.800 g ZLATO PO,ZLATO POLJE,PAKIRANA HRANA I PIĆE,kom,"0,800","4,99",,"6,24",,"4,99",,
3858881041257,10006342,ČOKOLADNI DES. CH. JELLY 200 g,KANDIT,PAKIRANA HRANA I PIĆE,kom,"0,200","3,29",,"16,45",,"3,29",,
3850355005987,10006354,SIR TOPLJENI CAMEMBERT 140 g PRESIDENT,PRESIDENT,HLAĐENO I SMRZNUTO,kom,"0,140","2,29",,"16,36",,"2,29",,
87157857,10006361,MAJONEZA 215 g HEINZ,HEINZ,HLAĐENO I SMRZNUTO,kom,"0,220","3,99",,"18,14",,"3,99",,
4015600306595,10006373,DEO SPRAY 150 ml OLD SPICE WOL,OLD SPICE,NEPREHRANA,kom,"0,150","5,29",,"35,27",,"5,29",,
8003520012906,10006404,SAPUN TEK.300 ml PALMOL. NOURI,PALMOLIVE,NEPREHRANA,kom,"0,300","3,49",,"11,63",,"3,49",,
3800205875000,10006409,BRUSCHETTI ŠPINAT/SIR 70g MARE,MARETTI,PAKIRANA HRANA I PIĆE,kom,"0,070","0,99",,"14,14",,"0,99",,
8715035110502,10006435,UMAK SOJA 500 ml KIKKOMAN,,PAKIRANA HRANA I PIĆE,kom,"0,500","6,99",,"13,98",,"6,99",,
3850112164018,10006445,"VINO IVAN DOLAC 0,75 L PZ SVIR",,PAKIRANA HRANA I PIĆE,kom,"0,750","16,49",,"21,99",,"16,49",,
8008696026153,10006455,KRUH B.G. BIJELI 165 g NUTRI F,,PAKIRANA HRANA I PIĆE,kom,"0,165",,"1,39","8,42","2,29","2,29",,
3857500078612,10006485,"VINO MALVAZIJA FERENAC 0,75 L",,PAKIRANA HRANA I PIĆE,kom,"0,750","17,99",,"23,99",,"17,99",,
7613031397006,10006504,FRISKIES SP 500 g BALANCE  PIL,FRISKIES,NEPREHRANA,kom,"0,500","2,49",,"4,98",,"2,49",,
3859889179010,10006520,TARTUFI CRNI 25 g,STANDARD,HLAĐENO I SMRZNUTO,kom,"0,025","16,49",,"659,6",,"16,49",,
3831029507457,10006579,AJVAR BLAGI 290 g NATURETA,NATURETA,PAKIRANA HRANA I PIĆE,kom,"0,290","3,29",,"11,34",,"3,29",,
